Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,Monthly_Users,Productivity_Gain_Percent,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD,Adoption_Level,ROI_Percent
ORG08455,Finance,Small,99,ChatGPT,2026,31,33.62,7.5,9662,11645,High,20.52
ORG08456,Healthcare,Medium,886,Gemini,2026,34,27.15,4.7,157920,321809,Medium,103.78
ORG08457,Healthcare,Medium,736,Claude,2026,107,28.89,9.0,93981,114690,Low,22.04
ORG08458,Education,Medium,510,Claude,2026,111,25.63,9.0,241935,405951,High,67.79
ORG08459,Education,Large,3777,Copilot,2026,1103,19.15,5.9,257959,293607,Medium,13.82
ORG08460,Education,Small,153,Perplexity,2026,51,19.91,8.1,46533,86542,High,85.98
ORG08461,Manufacturing,Small,192,Copilot,2026,63,31.79,6.5,20780,48119,High,131.56
ORG08462,Finance,Small,76,Midjourney,2026,25,7.17,8.0,40281,92258,High,129.04
ORG08463,Finance,Medium,654,Perplexity,2026,191,13.78,6.8,95682,147047,Low,53.68
ORG08464,Manufacturing,Large,3415,Copilot,2026,356,21.71,7.1,1659016,1839274,Medium,10.87
ORG08465,Finance,Medium,806,Copilot,2026,178,18.06,8.3,228441,193696,Medium,-15.21
ORG08466,Education,Small,25,Perplexity,2026,5,27.16,7.5,35699,57348,Medium,60.64
ORG08467,Healthcare,Medium,964,ChatGPT,2026,117,26.7,6.1,57916,79005,Low,36.41
ORG08468,Healthcare,Small,199,Perplexity,2026,75,42.06,7.8,19688,44634,High,126.71
ORG08469,Manufacturing,Medium,550,ChatGPT,2026,219,5.96,8.9,190703,205520,Low,7.77
ORG08470,IT,Medium,579,Midjourney,2026,225,30.47,7.6,241941,527022,Low,117.83
ORG08471,Manufacturing,Large,1672,ChatGPT,2026,578,25.68,7.5,940587,951100,Low,1.12
ORG08472,Manufacturing,Small,155,Claude,2026,41,29.23,7.2,42318,38932,Low,-8.0
ORG08473,Education,Medium,773,Copilot,2026,184,33.72,8.8,168643,391361,Low,132.06
ORG08474,IT,Small,41,Perplexity,2026,9,17.62,7.0,45993,113924,Low,147.7
ORG08475,Finance,Small,87,Claude,2026,35,17.68,9.0,32638,60448,Low,85.21
ORG08476,IT,Small,145,Midjourney,2026,63,23.12,6.3,38429,94045,High,144.72
ORG08477,Manufacturing,Medium,977,Copilot,2026,437,27.22,7.6,127602,253790,Low,98.89
ORG08478,Finance,Small,135,Claude,2026,31,33.11,8.1,8805,18459,High,109.64
ORG08479,Healthcare,Small,12,Claude,2026,12,30.16,6.1,11659,12723,Medium,9.13
ORG08480,Education,Large,7931,Claude,2026,1304,22.33,6.4,1993311,3180843,Low,59.58
ORG08481,Healthcare,Small,166,ChatGPT,2026,74,31.55,6.6,40510,67876,High,67.55
ORG08482,Healthcare,Small,64,Midjourney,2026,13,6.54,9.1,11477,19045,Low,65.94
ORG08483,Healthcare,Small,180,Midjourney,2026,30,21.01,8.4,5566,7553,Low,35.7
ORG08484,Retail,Large,4842,Perplexity,2026,54,11.4,7.7,1745217,2242869,Low,28.52
ORG08485,Education,Medium,742,Perplexity,2026,308,36.33,7.6,94350,222734,Medium,136.07
ORG08486,IT,Medium,281,Claude,2026,128,21.94,6.3,72956,82724,High,13.39
ORG08487,IT,Large,1827,Midjourney,2026,873,32.65,7.7,1622672,1306340,Medium,-19.49
ORG08488,IT,Medium,391,Perplexity,2026,35,35.5,6.5,57016,76968,High,34.99
ORG08489,Finance,Medium,611,Claude,2026,27,11.44,6.1,85820,208954,High,143.48
ORG08490,Manufacturing,Medium,895,Claude,2026,232,13.66,7.9,190072,396098,Low,108.39
ORG08491,Education,Small,124,Copilot,2026,13,0.0,6.0,25108,21616,Medium,-13.91
ORG08492,Education,Small,123,ChatGPT,2026,24,32.6,9.0,6324,7527,Medium,19.02
ORG08493,Healthcare,Medium,207,Copilot,2026,60,33.53,8.0,150448,367520,Medium,144.28
ORG08494,Retail,Large,5524,Perplexity,2026,1050,27.49,7.8,351961,429146,High,21.93
ORG08495,IT,Small,109,ChatGPT,2026,20,30.26,6.7,16218,34840,Low,114.82
ORG08496,Retail,Medium,476,Midjourney,2026,193,27.01,8.5,102652,132098,Low,28.69
ORG08497,Education,Small,81,Claude,2026,9,32.13,6.4,9753,23518,Medium,141.14
ORG08498,IT,Small,102,Gemini,2026,42,25.52,9.7,31412,77652,Low,147.2
ORG08499,Healthcare,Medium,365,Midjourney,2026,144,27.14,8.2,149090,122050,Medium,-18.14
ORG08500,Education,Large,7295,Copilot,2026,2488,33.21,6.0,1584096,2671042,High,68.62
ORG08501,Manufacturing,Large,8694,Perplexity,2026,1317,6.15,6.9,467095,752069,Low,61.01
ORG08502,IT,Small,81,Midjourney,2026,26,28.86,7.3,36182,39788,Medium,9.97
ORG08503,Education,Large,4012,Gemini,2026,1143,27.2,6.1,630730,1549747,Medium,145.71
ORG08504,Retail,Medium,436,Midjourney,2026,30,10.2,7.0,173899,431190,High,147.95
ORG08505,Healthcare,Small,126,Claude,2026,57,28.2,8.8,36283,60664,Medium,67.2
ORG08506,IT,Medium,492,Gemini,2026,187,20.44,6.3,130789,127711,Medium,-2.35
ORG08507,IT,Medium,996,Gemini,2026,33,20.47,8.2,187589,331776,High,76.86
ORG08508,Finance,Small,55,Gemini,2026,17,20.78,6.2,32836,80595,High,145.45
ORG08509,Manufacturing,Medium,878,ChatGPT,2026,138,27.75,6.3,56524,79395,Low,40.46
ORG08510,Retail,Medium,465,ChatGPT,2026,62,26.73,8.1,102121,83082,High,-18.64
ORG08511,Retail,Medium,669,Perplexity,2026,195,38.31,6.7,128301,231236,Low,80.23
ORG08512,Finance,Small,10,Midjourney,2026,18,35.06,8.0,18431,20770,Medium,12.69
ORG08513,Finance,Small,80,Midjourney,2026,39,23.43,8.5,46938,56032,Medium,19.37
ORG08514,Education,Medium,907,Gemini,2026,88,16.25,9.9,119166,264211,High,121.72
ORG08515,IT,Small,168,Midjourney,2026,47,18.42,9.4,14376,17478,High,21.58
ORG08516,IT,Large,7757,ChatGPT,2026,2711,16.3,7.3,788114,1014367,Low,28.71
ORG08517,Healthcare,Medium,301,Perplexity,2026,69,13.6,7.6,102595,82919,Medium,-19.18
ORG08518,Education,Medium,783,ChatGPT,2026,136,26.45,8.8,78681,148480,Medium,88.71
ORG08519,Manufacturing,Medium,983,Perplexity,2026,342,28.06,6.2,205887,398061,Medium,93.34
ORG08520,Education,Medium,465,ChatGPT,2026,147,15.99,7.6,153045,244046,Medium,59.46
ORG08521,Education,Medium,590,Copilot,2026,15,22.72,8.4,117880,238742,Medium,102.53
ORG08522,Retail,Large,1616,Gemini,2026,209,11.85,6.1,894354,1231750,High,37.73
ORG08523,IT,Medium,399,Gemini,2026,50,19.23,8.9,77214,74947,Low,-2.94
ORG08524,Education,Medium,526,Gemini,2026,70,23.47,7.4,170281,223716,Medium,31.38
ORG08525,Healthcare,Small,136,Midjourney,2026,31,26.63,6.6,18188,21392,High,17.62
ORG08526,Healthcare,Medium,264,Copilot,2026,122,26.95,9.5,140044,132385,High,-5.47
ORG08527,IT,Large,1442,Midjourney,2026,281,17.38,8.1,1274935,2457516,Medium,92.76
ORG08528,Healthcare,Small,118,Perplexity,2026,44,27.31,5.7,10494,15011,Low,43.04
ORG08529,Manufacturing,Large,9020,Claude,2026,3537,10.88,7.1,291565,268398,Medium,-7.95
ORG08530,Manufacturing,Small,83,Midjourney,2026,31,22.57,8.3,28255,23152,High,-18.06
ORG08531,Finance,Small,93,Midjourney,2026,19,20.54,7.8,19661,28524,Low,45.08
ORG08532,IT,Small,166,ChatGPT,2026,82,36.89,8.6,47578,47270,Medium,-0.65
ORG08533,Healthcare,Small,149,Gemini,2026,24,27.26,10.0,9347,21740,Medium,132.59
ORG08534,Finance,Medium,323,Perplexity,2026,15,6.71,7.6,224163,349322,High,55.83
ORG08535,IT,Medium,830,Midjourney,2026,289,16.82,9.3,217975,217041,Medium,-0.43
ORG08536,Retail,Small,154,Midjourney,2026,64,27.33,8.1,15614,21019,High,34.62
ORG08537,Healthcare,Small,184,ChatGPT,2026,11,16.16,7.1,22608,29134,Low,28.87
ORG08538,IT,Small,177,ChatGPT,2026,49,24.33,8.3,21393,52118,Low,143.62
ORG08539,IT,Medium,768,Gemini,2026,253,22.31,7.8,144630,169235,Medium,17.01
ORG08540,Healthcare,Medium,790,Gemini,2026,256,9.37,9.0,99028,186903,High,88.74
ORG08541,Healthcare,Medium,933,Perplexity,2026,167,19.55,8.6,79012,143224,Medium,81.27
ORG08542,Healthcare,Small,58,Midjourney,2026,14,33.59,8.1,41913,85161,Medium,103.19
ORG08543,Retail,Large,3955,Gemini,2026,1393,28.51,7.4,1410238,2469132,High,75.09
ORG08544,Education,Medium,801,Claude,2026,138,19.85,6.1,208796,451723,Medium,116.35
ORG08545,Healthcare,Medium,815,Gemini,2026,145,22.93,9.6,75695,85613,High,13.1
ORG08546,IT,Small,16,ChatGPT,2026,10,25.79,7.0,32821,72665,Low,121.4
ORG08547,Manufacturing,Large,1546,ChatGPT,2026,619,22.65,7.2,757865,1450672,Low,91.42
ORG08548,IT,Large,6619,Copilot,2026,2420,13.78,6.8,1106990,1951561,Medium,76.29
ORG08549,IT,Small,44,ChatGPT,2026,19,32.88,7.1,40574,49722,Medium,22.55
ORG08550,Finance,Small,71,Perplexity,2026,31,31.25,7.1,40538,84420,Medium,108.25
ORG08551,Retail,Large,3584,Copilot,2026,27,21.73,8.8,578282,648551,High,12.15
ORG08552,Healthcare,Small,158,Midjourney,2026,33,30.8,8.0,46185,66620,High,44.25
ORG08553,Retail,Small,35,Perplexity,2026,16,20.33,8.7,14954,24323,Medium,62.65
ORG08554,Healthcare,Small,165,Gemini,2026,57,25.35,6.8,7222,16212,Medium,124.48
ORG08555,IT,Medium,441,Copilot,2026,122,18.67,5.4,205767,347090,Medium,68.68
ORG08556,Manufacturing,Large,2562,Midjourney,2026,346,11.23,8.7,1038621,1910290,Low,83.93
ORG08557,Healthcare,Medium,985,Perplexity,2026,341,27.06,7.8,233615,581508,Medium,148.92
ORG08558,Retail,Medium,332,Gemini,2026,64,27.98,6.5,247454,414316,Low,67.43
ORG08559,IT,Small,35,Midjourney,2026,6,27.23,6.8,40679,87655,Low,115.48
ORG08560,IT,Large,9141,Midjourney,2026,3670,33.6,6.7,1995378,2089327,Medium,4.71
ORG08561,Manufacturing,Medium,369,Copilot,2026,56,28.55,9.0,164445,385826,High,134.62
ORG08562,Manufacturing,Medium,213,Midjourney,2026,66,33.79,7.4,68136,138326,Medium,103.01
ORG08563,Education,Small,67,Midjourney,2026,24,10.64,6.0,13749,22525,Medium,63.83
ORG08564,Manufacturing,Medium,735,Gemini,2026,210,14.16,4.6,67464,159613,Low,136.59
ORG08565,Healthcare,Medium,995,Gemini,2026,88,17.85,10.0,94696,118154,High,24.77
ORG08566,Education,Large,2855,Gemini,2026,149,24.02,8.2,1591837,2658333,Medium,67.0
ORG08567,Manufacturing,Large,3100,Copilot,2026,1426,43.29,8.6,1693146,1540041,Low,-9.04
ORG08568,Finance,Large,9821,Midjourney,2026,1254,34.99,5.0,876215,1942956,Medium,121.74
ORG08569,Manufacturing,Small,105,Claude,2026,16,27.47,6.5,42892,91210,Low,112.65
ORG08570,Retail,Medium,929,Gemini,2026,421,28.01,8.1,114864,168041,Low,46.3
ORG08571,Manufacturing,Large,3954,Claude,2026,1050,24.03,8.3,958189,1838071,Medium,91.83
ORG08572,Manufacturing,Large,9752,ChatGPT,2026,939,21.07,7.8,1808476,2854154,High,57.82
ORG08573,Healthcare,Medium,925,Claude,2026,135,18.44,7.9,221177,404836,High,83.04
ORG08574,IT,Large,5051,ChatGPT,2026,1654,32.09,5.4,623196,707506,Medium,13.53
ORG08575,Healthcare,Medium,795,ChatGPT,2026,72,12.59,7.5,214361,316286,Medium,47.55
ORG08576,Manufacturing,Large,5214,Claude,2026,228,33.9,7.2,1652465,3142304,Medium,90.16
ORG08577,Manufacturing,Medium,475,Copilot,2026,120,29.92,6.4,94534,132265,Low,39.91
ORG08578,Education,Small,189,Claude,2026,47,33.91,7.0,25466,59214,High,132.52
ORG08579,Finance,Small,152,Midjourney,2026,75,35.13,5.6,8222,14656,Low,78.25
ORG08580,Finance,Small,57,Copilot,2026,20,16.34,8.6,29895,59174,High,97.94
ORG08581,Manufacturing,Large,2229,Claude,2026,46,31.76,6.4,688242,1173998,High,70.58
ORG08582,Finance,Small,151,Gemini,2026,47,11.87,5.4,19108,33164,Medium,73.56
ORG08583,Healthcare,Medium,858,Perplexity,2026,205,29.24,9.0,248753,323166,High,29.91
ORG08584,Education,Small,117,Midjourney,2026,19,21.3,7.3,16067,28298,High,76.12
ORG08585,Finance,Large,1761,Midjourney,2026,16,7.74,7.2,1910119,1645219,Low,-13.87
ORG08586,Manufacturing,Large,5890,Copilot,2026,185,23.56,8.9,1924488,4636922,Low,140.94
ORG08587,Healthcare,Small,160,Copilot,2026,35,15.52,8.1,33337,70884,Medium,112.63
ORG08588,Education,Large,8644,ChatGPT,2026,1569,26.42,7.9,1155450,2279301,High,97.27
ORG08589,IT,Medium,510,Claude,2026,55,11.11,7.3,164527,196964,Medium,19.72
ORG08590,IT,Small,135,Midjourney,2026,41,19.95,6.0,32314,58295,Medium,80.4
ORG08591,Healthcare,Small,183,Midjourney,2026,16,28.55,8.8,18298,18710,Medium,2.25
ORG08592,Education,Small,166,Midjourney,2026,23,22.63,9.2,46307,110171,High,137.91
ORG08593,IT,Small,185,Midjourney,2026,72,39.37,4.4,41758,41576,Low,-0.44
ORG08594,Education,Small,116,Gemini,2026,30,8.91,8.2,34526,67679,Low,96.02
ORG08595,Retail,Small,184,Midjourney,2026,16,25.06,7.5,29313,65140,Medium,122.22
ORG08596,Finance,Small,46,Gemini,2026,21,30.2,6.6,46723,113694,Low,143.34
ORG08597,Finance,Small,124,ChatGPT,2026,58,28.61,5.9,47905,80404,High,67.84
ORG08598,Retail,Small,142,Gemini,2026,16,5.76,8.9,23880,36074,Medium,51.06
ORG08599,Retail,Small,188,ChatGPT,2026,91,14.55,7.4,46827,61357,High,31.03
ORG08600,Finance,Medium,745,Midjourney,2026,327,29.82,7.5,245043,444509,High,81.4
ORG08601,Education,Medium,761,Perplexity,2026,363,25.46,8.3,176538,356748,High,102.08
ORG08602,Manufacturing,Medium,314,Gemini,2026,53,30.77,6.6,57659,52726,Medium,-8.56
ORG08603,Healthcare,Large,8806,Copilot,2026,2642,25.83,8.7,849809,1761780,Medium,107.31
ORG08604,Education,Medium,329,Perplexity,2026,83,8.73,9.1,90033,208941,High,132.07
ORG08605,Manufacturing,Large,8209,Copilot,2026,733,19.46,8.2,1262754,1092494,Medium,-13.48
ORG08606,Manufacturing,Large,1199,Copilot,2026,582,22.56,8.1,275166,605023,Medium,119.88
ORG08607,Education,Small,121,Copilot,2026,37,26.93,7.4,15884,25883,Low,62.95
ORG08608,Healthcare,Small,180,Midjourney,2026,54,29.11,8.0,13296,14699,Medium,10.55
ORG08609,Finance,Small,89,Claude,2026,24,28.05,7.8,46825,39138,Low,-16.42
ORG08610,Healthcare,Large,4901,Midjourney,2026,714,20.79,5.8,848666,1142901,Medium,34.67
ORG08611,Retail,Small,144,Claude,2026,33,27.87,9.4,49134,118449,High,141.07
ORG08612,Manufacturing,Medium,647,Gemini,2026,169,29.94,9.0,131830,295779,Low,124.36
ORG08613,Finance,Small,165,ChatGPT,2026,30,17.31,9.1,11293,25297,Low,124.01
ORG08614,Retail,Medium,510,Copilot,2026,248,24.34,7.1,176726,159839,High,-9.56
ORG08615,IT,Medium,873,Midjourney,2026,38,9.91,5.7,82150,197700,High,140.66
ORG08616,Manufacturing,Large,3442,Copilot,2026,267,28.18,6.5,1919262,2772881,High,44.48
ORG08617,Manufacturing,Small,173,ChatGPT,2026,76,31.1,8.6,10683,16859,High,57.81
ORG08618,Healthcare,Large,1556,Perplexity,2026,241,35.73,6.6,1321159,1238153,Medium,-6.28
ORG08619,IT,Medium,373,Midjourney,2026,35,22.76,8.0,206115,188825,Low,-8.39
ORG08620,Healthcare,Medium,356,Gemini,2026,158,15.21,5.6,130903,265693,Medium,102.97
ORG08621,IT,Large,4940,Gemini,2026,1363,36.91,10.0,1482476,3412798,High,130.21
ORG08622,Finance,Medium,534,Perplexity,2026,158,7.8,6.5,144595,213340,Low,47.54
ORG08623,Retail,Small,59,Gemini,2026,9,3.63,8.6,36564,90764,Medium,148.23
ORG08624,Manufacturing,Medium,313,Midjourney,2026,50,26.34,7.6,76299,159140,Low,108.57
ORG08625,Manufacturing,Large,3016,Claude,2026,249,50.12,7.0,1395191,3066732,Low,119.81
ORG08626,Healthcare,Medium,870,Midjourney,2026,12,20.4,6.2,68635,140808,Low,105.15
ORG08627,Education,Small,41,Claude,2026,8,21.78,8.6,43675,93056,Low,113.06
ORG08628,Education,Small,68,Claude,2026,13,23.51,8.0,41884,73709,High,75.98
ORG08629,Retail,Small,161,Copilot,2026,44,7.79,5.4,42041,94475,Low,124.72
ORG08630,Retail,Small,90,Claude,2026,27,15.02,4.6,17966,36282,Medium,101.95
ORG08631,Finance,Small,163,Midjourney,2026,34,33.62,7.3,41076,76887,Medium,87.18
ORG08632,Retail,Medium,879,ChatGPT,2026,56,32.72,7.7,194533,160743,Medium,-17.37
ORG08633,Manufacturing,Large,5907,Midjourney,2026,1927,23.19,5.8,1250854,1765056,Medium,41.11
ORG08634,Education,Medium,456,Midjourney,2026,210,19.3,6.7,93146,135942,High,45.95
ORG08635,Finance,Medium,448,Copilot,2026,87,27.73,6.0,198364,344185,High,73.51
ORG08636,Retail,Medium,884,Gemini,2026,248,27.93,8.2,77044,168656,High,118.91
ORG08637,Retail,Large,6689,Copilot,2026,3083,26.09,6.2,647720,1097624,Medium,69.46
ORG08638,Education,Small,147,Midjourney,2026,19,23.57,6.2,24573,37308,Medium,51.83
ORG08639,Manufacturing,Small,61,Gemini,2026,18,28.85,6.6,6415,11602,High,80.86
ORG08640,Retail,Large,3780,Claude,2026,244,19.73,8.0,1613650,2627324,Medium,62.82
ORG08641,IT,Medium,970,Midjourney,2026,468,23.41,7.5,221682,282618,High,27.49
ORG08642,Finance,Large,3297,Gemini,2026,380,18.27,6.8,862286,1341500,Medium,55.57
ORG08643,Finance,Small,121,Perplexity,2026,39,19.43,7.3,18001,21197,Low,17.75
ORG08644,Finance,Small,140,Gemini,2026,47,42.04,9.3,6978,15689,High,124.84
ORG08645,IT,Small,118,Claude,2026,9,27.9,7.1,45726,45218,Medium,-1.11
ORG08646,Retail,Small,21,Copilot,2026,19,27.37,6.3,22494,19072,Medium,-15.21
ORG08647,Education,Medium,592,ChatGPT,2026,184,32.66,8.2,128373,288763,Medium,124.94
ORG08648,Manufacturing,Medium,310,Perplexity,2026,150,25.92,6.5,99019,176753,Low,78.5
ORG08649,Education,Large,5964,Claude,2026,1253,15.77,9.1,670002,956335,Medium,42.74
ORG08650,Manufacturing,Large,9354,Gemini,2026,1879,17.31,8.3,671264,1655554,High,146.63
ORG08651,Manufacturing,Large,2803,Perplexity,2026,309,20.8,6.8,1531674,2744624,High,79.19
ORG08652,Education,Medium,453,ChatGPT,2026,216,25.86,6.9,61528,138731,High,125.48
ORG08653,Retail,Medium,469,Midjourney,2026,72,27.48,6.3,164703,246715,Medium,49.79
ORG08654,Healthcare,Medium,811,ChatGPT,2026,341,15.82,3.5,163443,379332,Low,132.09
ORG08655,Retail,Small,56,Midjourney,2026,5,27.17,8.5,32082,47600,Medium,48.37
ORG08656,Finance,Small,114,Claude,2026,19,30.4,8.7,5043,12089,Medium,139.72
ORG08657,Healthcare,Large,5470,Midjourney,2026,1622,11.42,7.8,577179,961516,High,66.59
ORG08658,Manufacturing,Large,6118,Midjourney,2026,232,28.55,9.6,912467,1592209,Low,74.49
ORG08659,Healthcare,Medium,423,ChatGPT,2026,176,20.07,7.5,207023,500552,High,141.79
ORG08660,Education,Medium,937,Copilot,2026,23,32.2,8.8,55852,112590,Medium,101.59
ORG08661,Manufacturing,Medium,424,Gemini,2026,153,0.0,6.7,143287,326805,High,128.08
ORG08662,Manufacturing,Small,113,Copilot,2026,39,37.65,7.8,36232,39333,Medium,8.56
ORG08663,Retail,Large,7929,Copilot,2026,3894,20.77,7.5,1166597,1951125,Medium,67.25
ORG08664,Education,Small,41,Claude,2026,10,20.11,5.3,28329,68014,High,140.09
ORG08665,IT,Medium,838,Claude,2026,380,31.37,8.1,201184,186583,Medium,-7.26
ORG08666,Finance,Medium,528,Gemini,2026,125,28.79,7.7,189596,359005,Low,89.35
ORG08667,Manufacturing,Medium,500,ChatGPT,2026,64,12.75,7.9,53978,130479,Medium,141.73
ORG08668,Finance,Large,5110,Midjourney,2026,2181,16.83,8.6,982352,2102211,Medium,114.0
ORG08669,Healthcare,Small,61,Gemini,2026,23,27.17,6.0,30433,64244,Medium,111.1
ORG08670,Retail,Small,184,Gemini,2026,25,24.52,7.6,29987,60249,High,100.92
ORG08671,Finance,Medium,663,Midjourney,2026,120,25.89,7.1,208036,416986,High,100.44
ORG08672,IT,Large,1505,Claude,2026,301,17.73,9.1,613285,1073084,Medium,74.97
ORG08673,IT,Small,127,ChatGPT,2026,54,19.08,5.7,41919,53128,High,26.74
ORG08674,Finance,Small,142,ChatGPT,2026,26,31.86,8.2,26805,35418,Low,32.13
ORG08675,Retail,Small,115,Claude,2026,34,25.86,8.0,15943,19078,Medium,19.66
ORG08676,IT,Medium,391,ChatGPT,2026,86,22.49,7.7,171772,309167,Low,79.99
ORG08677,Retail,Large,1194,Perplexity,2026,356,24.02,5.5,305638,417534,Medium,36.61
ORG08678,IT,Large,8840,Gemini,2026,13,12.74,5.1,570151,844989,High,48.2
ORG08679,Manufacturing,Medium,270,Copilot,2026,49,24.85,6.9,233235,570952,High,144.8
ORG08680,Healthcare,Large,7225,ChatGPT,2026,3429,23.63,7.4,1230039,1088812,High,-11.48
ORG08681,Healthcare,Medium,736,Perplexity,2026,95,35.03,9.1,156131,352542,Medium,125.8
ORG08682,Retail,Large,3861,Midjourney,2026,1572,36.17,7.1,1998221,2647070,Low,32.47
ORG08683,Finance,Large,3121,Perplexity,2026,885,25.9,9.2,1674664,2383437,High,42.32
ORG08684,Healthcare,Small,93,ChatGPT,2026,13,35.06,8.6,33540,31844,Medium,-5.06
ORG08685,IT,Small,67,Perplexity,2026,21,40.55,8.2,11887,26409,Medium,122.17
ORG08686,Healthcare,Small,85,Copilot,2026,10,26.17,6.3,27003,60202,High,122.95
ORG08687,Finance,Large,4663,Gemini,2026,2184,12.73,8.2,1022751,1841693,Low,80.07
ORG08688,Education,Large,6342,Gemini,2026,2788,19.64,5.6,1443005,1237880,Low,-14.22
ORG08689,Education,Medium,284,Claude,2026,126,11.94,8.5,105450,87211,High,-17.3
ORG08690,IT,Large,1706,Perplexity,2026,84,22.24,5.1,713894,1158612,Medium,62.29
ORG08691,Healthcare,Small,53,Perplexity,2026,12,11.39,7.4,11726,23610,High,101.35
ORG08692,Education,Medium,768,Gemini,2026,163,17.65,7.3,115542,247350,Medium,114.08
ORG08693,Education,Small,71,Midjourney,2026,23,13.83,8.5,22641,54061,High,138.77
ORG08694,Manufacturing,Small,64,Gemini,2026,20,24.81,6.4,13950,20386,Medium,46.14
ORG08695,Finance,Large,4329,Copilot,2026,1358,7.36,8.7,1293077,2643791,Low,104.46
ORG08696,Finance,Small,62,Gemini,2026,24,13.05,7.7,18985,34016,High,79.17
ORG08697,Healthcare,Medium,927,ChatGPT,2026,72,21.14,6.3,106057,153663,Medium,44.89
ORG08698,IT,Large,8371,ChatGPT,2026,2943,23.3,8.0,385871,327286,Medium,-15.18
ORG08699,Finance,Small,10,Copilot,2026,17,28.69,7.1,42931,48718,Low,13.48
ORG08700,Manufacturing,Medium,957,ChatGPT,2026,435,24.41,8.5,187520,446143,High,137.92
ORG08701,Education,Large,5829,Midjourney,2026,1557,26.09,8.7,530932,795969,Medium,49.92
ORG08702,IT,Small,77,Copilot,2026,35,16.7,7.2,22426,52584,Low,134.48
ORG08703,Retail,Large,7249,Copilot,2026,362,27.64,5.6,369987,637251,Low,72.24
ORG08704,Manufacturing,Small,129,Midjourney,2026,27,17.4,9.2,15032,30266,High,101.34
ORG08705,Healthcare,Medium,487,Perplexity,2026,68,24.1,8.7,243953,447749,Medium,83.54
ORG08706,Education,Small,88,Perplexity,2026,20,30.68,7.8,41689,74217,Medium,78.03
ORG08707,Education,Medium,266,Gemini,2026,107,30.57,8.2,166285,270039,Medium,62.4
ORG08708,IT,Medium,255,Midjourney,2026,123,6.52,5.9,149862,294539,Low,96.54
ORG08709,IT,Small,108,Perplexity,2026,29,32.53,6.9,44763,38214,High,-14.63
ORG08710,Healthcare,Small,67,Claude,2026,27,34.95,9.0,21082,35957,Medium,70.56
ORG08711,Manufacturing,Small,169,ChatGPT,2026,22,9.49,5.4,6126,9426,Low,53.87
ORG08712,Finance,Large,5743,Copilot,2026,2201,32.54,7.9,632983,1288939,Low,103.63
ORG08713,Retail,Small,199,Perplexity,2026,98,14.63,7.6,41804,97177,High,132.46
ORG08714,Healthcare,Small,11,Perplexity,2026,8,18.6,8.5,30550,59612,Medium,95.13
ORG08715,Healthcare,Medium,717,Claude,2026,178,23.98,7.6,237612,436888,Medium,83.87
ORG08716,Healthcare,Small,76,Midjourney,2026,8,15.03,3.6,32978,61403,High,86.19
ORG08717,Retail,Large,6433,Gemini,2026,1684,16.88,7.3,921363,1364474,Low,48.09
ORG08718,Education,Large,8757,Perplexity,2026,2784,22.9,6.7,1799953,2625253,Low,45.85
ORG08719,Retail,Large,4925,Gemini,2026,2160,24.41,8.6,1478491,2653712,Medium,79.49
ORG08720,IT,Small,76,ChatGPT,2026,21,35.04,7.3,31632,60104,Medium,90.01
ORG08721,Retail,Medium,410,Claude,2026,45,24.17,8.1,68720,113760,Medium,65.54
ORG08722,Healthcare,Small,68,Copilot,2026,24,20.27,7.6,29564,48088,Low,62.66
ORG08723,Manufacturing,Large,4912,Gemini,2026,2447,9.8,9.5,375829,542270,High,44.29
ORG08724,IT,Medium,814,ChatGPT,2026,190,29.23,8.5,79420,124155,Medium,56.33
ORG08725,Finance,Small,104,Gemini,2026,26,25.42,5.2,39316,97234,High,147.31
ORG08726,Education,Small,52,Claude,2026,20,22.39,9.2,40545,72166,High,77.99
ORG08727,Finance,Small,163,Perplexity,2026,47,22.78,7.6,45083,58789,High,30.4
ORG08728,Finance,Large,7485,Copilot,2026,738,22.32,7.8,990014,1139924,Medium,15.14
ORG08729,Finance,Small,95,ChatGPT,2026,35,28.32,9.5,9324,13713,Medium,47.07
ORG08730,Finance,Small,121,Copilot,2026,23,16.55,7.7,19456,19309,Medium,-0.76
ORG08731,IT,Small,75,Perplexity,2026,34,0.81,7.0,25651,38201,Medium,48.93
ORG08732,IT,Medium,679,Claude,2026,156,3.3,7.4,215373,377135,Medium,75.11
ORG08733,Education,Medium,925,Copilot,2026,322,15.39,7.3,110633,218290,Medium,97.31
ORG08734,Healthcare,Medium,583,Gemini,2026,176,30.22,10.0,82937,107353,Medium,29.44
ORG08735,Finance,Medium,951,Midjourney,2026,241,28.13,8.7,79789,168364,Medium,111.01
ORG08736,Retail,Medium,875,ChatGPT,2026,194,13.79,6.5,237500,335002,Low,41.05
ORG08737,Education,Medium,929,Claude,2026,233,24.97,6.4,102911,132636,Low,28.88
ORG08738,Healthcare,Small,58,Gemini,2026,6,22.05,7.0,10592,10841,Low,2.35
ORG08739,Education,Medium,410,Copilot,2026,126,25.52,8.6,249957,222889,Medium,-10.83
ORG08740,Finance,Medium,978,Copilot,2026,117,18.19,6.1,115115,168480,High,46.36
ORG08741,Finance,Large,3324,Claude,2026,1500,25.44,9.2,744673,620828,Medium,-16.63
